"","Pair","Ligand","Ligand.name","Receptor","Receptor.name"
"2231","Slit3_robo2","Slit3","slit homolog 3 (Drosophila)","Robo2","roundabout, axon guidance receptor, homolog 2 (Drosophila)"
"2232","Slpi_cd4","Slpi","secretory leukocyte peptidase inhibitor","Cd4","CD4 molecule"
"2233","Sorbs1_insr","Sorbs1","sorbin and SH3 domain containing 1","Insr","insulin receptor"
"2234","Sorbs1_itga1","Sorbs1","sorbin and SH3 domain containing 1","Itga1","integrin, alpha 1"
"2235","Sorbs1_itgb5","Sorbs1","sorbin and SH3 domain containing 1","Itgb5","integrin, beta 5"
"2236","Sost_lrp5","Sost","sclerostin","Lrp5","low density lipoprotein receptor-related protein 5"
"2237","Sost_lrp6","Sost","sclerostin","Lrp6","low density lipoprotein receptor-related protein 6"
"2238","Spink1_egfr","Spink1","serine peptidase inhibitor, Kazal type 1","Egfr","epidermal growth factor receptor"
"2239","Spink1_nrsn1","Spink1","serine peptidase inhibitor, Kazal type 1","Nrsn1","neurensin 1"
"2240","Spint1_st14","Spint1","serine peptidase inhibitor, Kunitz type 1","St14","suppression of tumorigenicity 14 (colon carcinoma)"
"2241","Spon2_itgam","Spon2","spondin 2, extracellular matrix protein","Itgam","integrin, alpha M (complement component 3 receptor 3 subunit)"
"2242","Spon2_itgb2","Spon2","spondin 2, extracellular matrix protein","Itgb2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
"2243","Spp1_cd44","Spp1","secreted phosphoprotein 1","Cd44","CD44 molecule (Indian blood group)"
"2244","Spp1_itga4","Spp1","secreted phosphoprotein 1","Itga4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
"2245","Spp1_itga5","Spp1","secreted phosphoprotein 1","Itga5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
"2246","Spp1_itga9","Spp1","secreted phosphoprotein 1","Itga9","integrin, alpha 9"
"2247","Spp1_itgav","Spp1","secreted phosphoprotein 1","Itgav","integrin, alpha V"
"2248","Spp1_itgb1","Spp1","secreted phosphoprotein 1","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"2249","Spp1_s1pr1","Spp1","secreted phosphoprotein 1","S1pr1","sphingosine-1-phosphate receptor 1"
"2250","Sst_sstr1","Sst","somatostatin","Sstr1","somatostatin receptor 1"
"2251","Sst_sstr2","Sst","somatostatin","Sstr2","somatostatin receptor 2"
"2252","Sst_sstr3","Sst","somatostatin","Sstr3","somatostatin receptor 3"
"2253","Sst_sstr4","Sst","somatostatin","Sstr4","somatostatin receptor 4"
"2254","Sst_sstr5","Sst","somatostatin","Sstr5","somatostatin receptor 5"
"2255","Sytl3_nrxn1","Sytl3","synaptotagmin-like 3","Nrxn1","neurexin 1"
"2256","Tac1_tacr1","Tac1","tachykinin, precursor 1","Tacr1","tachykinin receptor 1"
"2257","Tac1_tacr2","Tac1","tachykinin, precursor 1","Tacr2","tachykinin receptor 2"
"2258","Tac1_tacr3","Tac1","tachykinin, precursor 1","Tacr3","tachykinin receptor 3"
"2259","Tac3_tacr1","Tac3","tachykinin 3","Tacr1","tachykinin receptor 1"
"2260","Tac3_tacr2","Tac3","tachykinin 3","Tacr2","tachykinin receptor 2"
"2261","Tac3_tacr3","Tac3","tachykinin 3","Tacr3","tachykinin receptor 3"
"2262","Tac4_tacr1","Tac4","tachykinin 4 (hemokinin)","Tacr1","tachykinin receptor 1"
"2263","Tac4_tacr2","Tac4","tachykinin 4 (hemokinin)","Tacr2","tachykinin receptor 2"
"2264","Tac4_tacr3","Tac4","tachykinin 4 (hemokinin)","Tacr3","tachykinin receptor 3"
"2265","Tcn2_cnr1","Tcn2","transcobalamin II","Cnr1","cannabinoid receptor 1 (brain)"
"2266","Tcn2_lrp2","Tcn2","transcobalamin II","Lrp2","low density lipoprotein receptor-related protein 2"
"2267","Tctn1_tmem67","Tctn1","tectonic family member 1","Tmem67","transmembrane protein 67"
"2268","Tdgf1_acvr1b","Tdgf1","teratocarcinoma-derived growth factor 1","Acvr1b","activin A receptor, type IB"
"2269","Tdgf1_acvr1c","Tdgf1","teratocarcinoma-derived growth factor 1","Acvr1c","activin A receptor, type IC"
"2270","Tdgf1_acvr2a","Tdgf1","teratocarcinoma-derived growth factor 1","Acvr2a","activin A receptor, type IIA"
"2271","Tdgf1_acvr2b","Tdgf1","teratocarcinoma-derived growth factor 1","Acvr2b","activin A receptor, type IIB"
"2272","Tdgf1_gpc1","Tdgf1","teratocarcinoma-derived growth factor 1","Gpc1","glypican 1"
"2273","Tfpi_f3","Tfpi","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)","F3","coagulation factor III (thromboplastin, tissue factor)"
"2274","Tfpi_lrp1","Tfpi","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)","Lrp1","low density lipoprotein receptor-related protein 1"
"2275","Tfpi_sdc4","Tfpi","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)","Sdc4","syndecan 4"
"2276","Tfpi_vldlr","Tfpi","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)","Vldlr","very low density lipoprotein receptor"
"2277","Tf_gpr162","Tf","transferrin","Gpr162","G protein-coupled receptor 162"
"2278","Tf_tfr2","Tf","transferrin","Tfr2","transferrin receptor 2"
"2279","Tf_tfrc","Tf","transferrin","Tfrc","transferrin receptor"
"2280","Tgfa_egfr","Tgfa","transforming growth factor, alpha","Egfr","epidermal growth factor receptor"
"2281","Tgfa_erbb2","Tgfa","transforming growth factor, alpha","Erbb2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2"
"2282","Tgfa_erbb3","Tgfa","transforming growth factor, alpha","Erbb3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3"
"2283","Tgfa_erbb4","Tgfa","transforming growth factor, alpha","Erbb4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4"
"2284","Tgfb1_acvrl1","Tgfb1","transforming growth factor, beta 1","Acvrl1","activin A receptor type II-like 1"
"2285","Tgfb1_cav1","Tgfb1","transforming growth factor, beta 1","Cav1","caveolin 1, caveolae protein, 22kDa"
"2286","Tgfb1_cd109","Tgfb1","transforming growth factor, beta 1","Cd109","CD109 molecule"
"2287","Tgfb1_cxcr4","Tgfb1","transforming growth factor, beta 1","Cxcr4","chemokine (C-X-C motif) receptor 4"
"2288","Tgfb1_eng","Tgfb1","transforming growth factor, beta 1","Eng","endoglin"
"2289","Tgfb1_itgav","Tgfb1","transforming growth factor, beta 1","Itgav","integrin, alpha V"
"2290","Tgfb1_itgb6","Tgfb1","transforming growth factor, beta 1","Itgb6","integrin, beta 6"
"2291","Tgfb1_itgb8","Tgfb1","transforming growth factor, beta 1","Itgb8","integrin, beta 8"
"2292","Tgfb1_sdc2","Tgfb1","transforming growth factor, beta 1","Sdc2","syndecan 2"
"2293","Tgfb1_tgfbr1","Tgfb1","transforming growth factor, beta 1","Tgfbr1","transforming growth factor, beta receptor 1"
"2294","Tgfb1_tgfbr2","Tgfb1","transforming growth factor, beta 1","Tgfbr2","transforming growth factor, beta receptor II (70/80kDa)"
"2295","Tgfb1_tgfbr3","Tgfb1","transforming growth factor, beta 1","Tgfbr3","transforming growth factor, beta receptor III"
"2296","Tgfb2_acvr1","Tgfb2","transforming growth factor, beta 2","Acvr1","activin A receptor, type I"
"2297","Tgfb2_eng","Tgfb2","transforming growth factor, beta 2","Eng","endoglin"
"2298","Tgfb2_tgfbr1","Tgfb2","transforming growth factor, beta 2","Tgfbr1","transforming growth factor, beta receptor 1"
"2299","Tgfb2_tgfbr2","Tgfb2","transforming growth factor, beta 2","Tgfbr2","transforming growth factor, beta receptor II (70/80kDa)"
"2300","Tgfb2_tgfbr3","Tgfb2","transforming growth factor, beta 2","Tgfbr3","transforming growth factor, beta receptor III"
"2301","Tgfb3_acvrl1","Tgfb3","transforming growth factor, beta 3","Acvrl1","activin A receptor type II-like 1"
"2302","Tgfb3_eng","Tgfb3","transforming growth factor, beta 3","Eng","endoglin"
"2303","Tgfb3_tgfbr1","Tgfb3","transforming growth factor, beta 3","Tgfbr1","transforming growth factor, beta receptor 1"
"2304","Tgfb3_tgfbr2","Tgfb3","transforming growth factor, beta 3","Tgfbr2","transforming growth factor, beta receptor II (70/80kDa)"
"2305","Tgfb3_tgfbr3","Tgfb3","transforming growth factor, beta 3","Tgfbr3","transforming growth factor, beta receptor III"
"2306","Tgm2_gpr56","Tgm2","transglutaminase 2","Gpr56","G protein-coupled receptor 56"
"2307","Tgm2_itga4","Tgm2","transglutaminase 2","Itga4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
"2308","Tgm2_itga9","Tgm2","transglutaminase 2","Itga9","integrin, alpha 9"
"2309","Tgm2_itgb1","Tgm2","transglutaminase 2","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"2310","Tgm2_itgb3","Tgm2","transglutaminase 2","Itgb3","integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
"2311","Tgm2_sdc4","Tgm2","transglutaminase 2","Sdc4","syndecan 4"
"2312","Tgm2_tbxa2r","Tgm2","transglutaminase 2","Tbxa2r","thromboxane A2 receptor"
"2313","Tg_asgr1","Tg","thyroglobulin","Asgr1","asialoglycoprotein receptor 1"
"2314","Tg_lrp2","Tg","thyroglobulin","Lrp2","low density lipoprotein receptor-related protein 2"
"2315","Thbs1_cd36","Thbs1","thrombospondin 1","Cd36","CD36 molecule (thrombospondin receptor)"
"2316","Thbs1_cd47","Thbs1","thrombospondin 1","Cd47","CD47 molecule"
"2317","Thbs1_itga2b","Thbs1","thrombospondin 1","Itga2b","integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
"2318","Thbs1_itga3","Thbs1","thrombospondin 1","Itga3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
"2319","Thbs1_itga4","Thbs1","thrombospondin 1","Itga4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
"2320","Thbs1_itga6","Thbs1","thrombospondin 1","Itga6","integrin, alpha 6"
"2321","Thbs1_itgb1","Thbs1","thrombospondin 1","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"2322","Thbs1_itgb3","Thbs1","thrombospondin 1","Itgb3","integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
"2323","Thbs1_lrp1","Thbs1","thrombospondin 1","Lrp1","low density lipoprotein receptor-related protein 1"
"2324","Thbs1_lrp5","Thbs1","thrombospondin 1","Lrp5","low density lipoprotein receptor-related protein 5"
"2325","Thbs1_scarb1","Thbs1","thrombospondin 1","Scarb1","scavenger receptor class B, member 1"
"2326","Thbs1_sdc1","Thbs1","thrombospondin 1","Sdc1","syndecan 1"
"2327","Thbs1_sdc4","Thbs1","thrombospondin 1","Sdc4","syndecan 4"
"2328","Thbs1_tnfrsf11b","Thbs1","thrombospondin 1","Tnfrsf11b","tumor necrosis factor receptor superfamily, member 11b"
"2329","Thbs2_cd47","Thbs2","thrombospondin 2","Cd47","CD47 molecule"
"2330","Thbs2_itga4","Thbs2","thrombospondin 2","Itga4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
"2331","Thbs2_itga6","Thbs2","thrombospondin 2","Itga6","integrin, alpha 6"
"2332","Thbs2_itgb1","Thbs2","thrombospondin 2","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"2333","Thbs2_notch3","Thbs2","thrombospondin 2","Notch3","notch 3"
"2334","Thbs2_notch4","Thbs2","thrombospondin 2","Notch4","notch 4"
"2335","Thpo_mpl","Thpo","thrombopoietin","Mpl","myeloproliferative leukemia virus oncogene"
"2336","Thpo_sirpb1","Thpo","thrombopoietin","Sirpb1","signal-regulatory protein beta 1"
"2337","Timp1_cd63","Timp1","TIMP metallopeptidase inhibitor 1","Cd63","CD63 molecule"
"2338","Timp2_itga3","Timp2","TIMP metallopeptidase inhibitor 2","Itga3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
"2339","Timp2_itgb1","Timp2","TIMP metallopeptidase inhibitor 2","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"2340","Timp3_agtr2","Timp3","TIMP metallopeptidase inhibitor 3","Agtr2","angiotensin II receptor, type 2"
"2341","Timp3_kdr","Timp3","TIMP metallopeptidase inhibitor 3","Kdr","kinase insert domain receptor (a type III receptor tyrosine kinase)"
"2342","Tnc_cntn1","Tnc","tenascin C","Cntn1","contactin 1"
"2343","Tnc_egfr","Tnc","tenascin C","Egfr","epidermal growth factor receptor"
"2344","Tnc_itga2","Tnc","tenascin C","Itga2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
"2345","Tnc_itga5","Tnc","tenascin C","Itga5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
"2346","Tnc_itga7","Tnc","tenascin C","Itga7","integrin, alpha 7"
"2347","Tnc_itga8","Tnc","tenascin C","Itga8","integrin, alpha 8"
"2348","Tnc_itga9","Tnc","tenascin C","Itga9","integrin, alpha 9"
"2349","Tnc_itgav","Tnc","tenascin C","Itgav","integrin, alpha V"
"2350","Tnc_itgb1","Tnc","tenascin C","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"2351","Tnc_nt5e","Tnc","tenascin C","Nt5e","5'-nucleotidase, ecto (CD73)"
"2352","Tnc_ptprb","Tnc","tenascin C","Ptprb","protein tyrosine phosphatase, receptor type, B"
"2353","Tnc_ptprz1","Tnc","tenascin C","Ptprz1","protein tyrosine phosphatase, receptor-type, Z polypeptide 1"
"2354","Tnc_sdc1","Tnc","tenascin C","Sdc1","syndecan 1"
"2355","Tnc_sdc4","Tnc","tenascin C","Sdc4","syndecan 4"
"2356","Tnfsf10_tnfrsf10a","Tnfsf10","tumor necrosis factor (ligand) superfamily, member 10","Tnfrsf10a","tumor necrosis factor receptor superfamily, member 10a"
"2357","Tnfsf10_tnfrsf10b","Tnfsf10","tumor necrosis factor (ligand) superfamily, member 10","Tnfrsf10b","tumor necrosis factor receptor superfamily, member 10b"
"2358","Tnfsf10_tnfrsf10c","Tnfsf10","tumor necrosis factor (ligand) superfamily, member 10","Tnfrsf10c","tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain"
"2359","Tnfsf10_tnfrsf10d","Tnfsf10","tumor necrosis factor (ligand) superfamily, member 10","Tnfrsf10d","tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain"
"2360","Tnfsf10_tnfrsf11b","Tnfsf10","tumor necrosis factor (ligand) superfamily, member 10","Tnfrsf11b","tumor necrosis factor receptor superfamily, member 11b"
"2361","Tnfsf11_tnfrsf11a","Tnfsf11","tumor necrosis factor (ligand) superfamily, member 11","Tnfrsf11a","tumor necrosis factor receptor superfamily, member 11a, NFKB activator"
"2362","Tnfsf11_tnfrsf11b","Tnfsf11","tumor necrosis factor (ligand) superfamily, member 11","Tnfrsf11b","tumor necrosis factor receptor superfamily, member 11b"
"2363","Tnfsf12_tnfrsf12a","Tnfsf12","tumor necrosis factor (ligand) superfamily, member 12","Tnfrsf12a","tumor necrosis factor receptor superfamily, member 12A"
"2364","Tnfsf12_tnfrsf25","Tnfsf12","tumor necrosis factor (ligand) superfamily, member 12","Tnfrsf25","tumor necrosis factor receptor superfamily, member 25"
"2365","Tnfsf13b_tnfrsf13b","Tnfsf13b","tumor necrosis factor (ligand) superfamily, member 13b","Tnfrsf13b","tumor necrosis factor receptor superfamily, member 13B"
"2366","Tnfsf13b_tnfrsf13c","Tnfsf13b","tumor necrosis factor (ligand) superfamily, member 13b","Tnfrsf13c","tumor necrosis factor receptor superfamily, member 13C"
"2367","Tnfsf13b_tnfrsf17","Tnfsf13b","tumor necrosis factor (ligand) superfamily, member 13b","Tnfrsf17","tumor necrosis factor receptor superfamily, member 17"
"2368","Tnfsf13_fas","Tnfsf13","tumor necrosis factor (ligand) superfamily, member 13","Fas","Fas cell surface death receptor"
"2369","Tnfsf13_sdc2","Tnfsf13","tumor necrosis factor (ligand) superfamily, member 13","Sdc2","syndecan 2"
"2370","Tnfsf13_tnfrsf11b","Tnfsf13","tumor necrosis factor (ligand) superfamily, member 13","Tnfrsf11b","tumor necrosis factor receptor superfamily, member 11b"
"2371","Tnfsf13_tnfrsf13b","Tnfsf13","tumor necrosis factor (ligand) superfamily, member 13","Tnfrsf13b","tumor necrosis factor receptor superfamily, member 13B"
"2372","Tnfsf13_tnfrsf14","Tnfsf13","tumor necrosis factor (ligand) superfamily, member 13","Tnfrsf14","tumor necrosis factor receptor superfamily, member 14"
"2373","Tnfsf13_tnfrsf17","Tnfsf13","tumor necrosis factor (ligand) superfamily, member 13","Tnfrsf17","tumor necrosis factor receptor superfamily, member 17"
"2374","Tnfsf13_tnfrsf1a","Tnfsf13","tumor necrosis factor (ligand) superfamily, member 13","Tnfrsf1a","tumor necrosis factor receptor superfamily, member 1A"
"2375","Tnfsf14_ltbr","Tnfsf14","tumor necrosis factor (ligand) superfamily, member 14","Ltbr","lymphotoxin beta receptor (TNFR superfamily, member 3)"
"2376","Tnfsf14_tnfrsf14","Tnfsf14","tumor necrosis factor (ligand) superfamily, member 14","Tnfrsf14","tumor necrosis factor receptor superfamily, member 14"
"2377","Tnfsf14_tnfrsf6b","Tnfsf14","tumor necrosis factor (ligand) superfamily, member 14","Tnfrsf6b","tumor necrosis factor receptor superfamily, member 6b, decoy"
"2378","Tnfsf15_tnfrsf25","Tnfsf15","tumor necrosis factor (ligand) superfamily, member 15","Tnfrsf25","tumor necrosis factor receptor superfamily, member 25"
"2379","Tnfsf15_tnfrsf6b","Tnfsf15","tumor necrosis factor (ligand) superfamily, member 15","Tnfrsf6b","tumor necrosis factor receptor superfamily, member 6b, decoy"
"2380","Tnfsf18_tnfrsf18","Tnfsf18","tumor necrosis factor (ligand) superfamily, member 18","Tnfrsf18","tumor necrosis factor receptor superfamily, member 18"
"2381","Tnfsf4_tnfrsf4","Tnfsf4","tumor necrosis factor (ligand) superfamily, member 4","Tnfrsf4","tumor necrosis factor receptor superfamily, member 4"
"2382","Tnfsf4_traf2","Tnfsf4","tumor necrosis factor (ligand) superfamily, member 4","Traf2","TNF receptor-associated factor 2"
"2383","Tnfsf8_tnfrsf8","Tnfsf8","tumor necrosis factor (ligand) superfamily, member 8","Tnfrsf8","tumor necrosis factor receptor superfamily, member 8"
"2384","Tnfsf9_tnfrsf9","Tnfsf9","tumor necrosis factor (ligand) superfamily, member 9","Tnfrsf9","tumor necrosis factor receptor superfamily, member 9"
"2385","Tnfsf9_traf2","Tnfsf9","tumor necrosis factor (ligand) superfamily, member 9","Traf2","TNF receptor-associated factor 2"
"2386","Tnf_ltbr","Tnf","tumor necrosis factor","Ltbr","lymphotoxin beta receptor (TNFR superfamily, member 3)"
"2387","Tnf_slc5a11","Tnf","tumor necrosis factor","Slc5a11","solute carrier family 5 (sodium/inositol cotransporter), member 11"
"2388","Tnf_tnfrsf1a","Tnf","tumor necrosis factor","Tnfrsf1a","tumor necrosis factor receptor superfamily, member 1A"
"2389","Tnf_tnfrsf1b","Tnf","tumor necrosis factor","Tnfrsf1b","tumor necrosis factor receptor superfamily, member 1B"
"2390","Tnf_tnfrsf21","Tnf","tumor necrosis factor","Tnfrsf21","tumor necrosis factor receptor superfamily, member 21"
"2391","Tnf_traf2","Tnf","tumor necrosis factor","Traf2","TNF receptor-associated factor 2"
"2392","Tph1_htr1a","Tph1","tryptophan hydroxylase 1","Htr1a","5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled"
"2393","Tph1_htr1b","Tph1","tryptophan hydroxylase 1","Htr1b","5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled"
"2394","Tph1_htr1d","Tph1","tryptophan hydroxylase 1","Htr1d","5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled"
"2395","Tph1_htr1e","Tph1","tryptophan hydroxylase 1","Htr1e","5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled"
"2396","Tph1_htr1f","Tph1","tryptophan hydroxylase 1","Htr1f","5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled"
"2397","Tph1_htr2a","Tph1","tryptophan hydroxylase 1","Htr2a","5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled"
